id,case_number,allegation,ia_finding,crb_decision,unanimous_vote,date_assigned,date_presented,pd_division,complainant_race,complainant_gender,changes,crb_viewed_bwc
21-67,2019-0296,OF2 PROCEDURE,S,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,U,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,S,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,PROCEDURE,S,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,CONDUCT,NS,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,U,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,CONDUCT,NS,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,PROCEDURE,NS,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,OF1 PROCEDURE,S,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,U,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,FORCE,E,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-67,2019-0296,CONDUCT,NS,A,YES,2020-04-08,2020-12-15,WESTERN,H,F,NO,YES
21-68,2019-0758,OIS,WP,A,YES,2020-04-08,2020-12-15,MID-CITY,H,M,YES,YES
21-68,2019-0758,OF1 PROCEDURE,S,A,YES,2020-04-08,2020-12-15,MID-CITY,H,M,YES,YES
21-68,2019-0758,OF2 PROCEDURE,S,A,YES,2020-04-08,2020-12-15,MID-CITY,H,M,YES,YES
21-68,2019-0758,OIS,WP,A,YES,2020-04-08,2020-12-15,MID-CITY,H,M,YES,YES
21-68,2019-0758,OF3 PROCEDURE,S,A,YES,2020-04-08,2020-12-15,MID-CITY,H,M,YES,YES
21-69,2019-0374,PROCEDURE,E,A,YES,2020-02-25,2020-12-15,MID-CITY,H,M,NO,YES
21-69,2019-0374,FORCE,E,A,YES,2020-02-25,2020-12-15,MID-CITY,H,M,NO,YES
21-69,2019-0374,PROCEDURE,E,A,YES,2020-02-25,2020-12-15,MID-CITY,H,M,NO,YES
21-70,2020-0164,ARREST,E,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,FORCE,E,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,COURTESY,U,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,OF1 PROCEDURE,S,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,OF2 PROCEDURE,S,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,ARREST,E,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,FORCE,E,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,PROCEDURE,E,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-70,2020-0164,OF3 PROCEDURE,S,A,YES,2020-09-03,2020-12-22,NORTHEASTERN,H,F,YES,YES
21-71,2020-0097,COURTESY,E,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,COURTESY,U,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,COURTESY,U,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,COURTESY,U,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,PROCEDURE,E,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,FORCE,U,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,OF2 PROCEDURE,S,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,OF1 SEARCH,S,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,FORCE,U,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,COURTESY,E,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-71,2020-0097,COURTESY,E,A,YES,2020-10-26,2020-12-22,MID-CITY,B,F,NO,YES
21-72,2020-0343,PROCEDURE,E,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,PROCEDURE,S,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,COURTESY,U,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,OF 1 PROCEDURE,S,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,PROCEDURE,E,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,COURTESY,S,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,PROCEDURE,E,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-72,2020-0343,COURTESY,S,A,YES,2020-10-26,2020-12-22,CENTRAL,B,M,NO,YES
21-73,2020-0267,DETENTION,E,A,YES,2020-11-16,2020-12-22,SOUTHEASTERN,B,M,NO,YES
21-73,2020-0267,DETENTION,E,A,YES,2020-11-16,2020-12-22,SOUTHEASTERN,B,M,NO,YES
21-74,2020-0065,FORCE,E,A,YES,2020-05-07,2020-01-12,CENTRAL,B,F,NO,YES
21-74,2020-0065,FORCE,E,A,YES,2020-05-07,2020-01-12,CENTRAL,B,F,NO,YES
21-75,2019-0789,DISCRIMINATION,U,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-75,2019-0789,PROCEDURE,E,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-75,2019-0789,PROCEDURE,E,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-75,2019-0789,CONDUCT,U,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-75,2019-0789,PROCEDURE,S,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-75,2019-0789,FORCE,E,A,YES,2020-09-03,2021-01-12,MID-CITY,B,F,NO,YES
21-76,2020-0688,ARREST,E,A,YES,2020-11-22,2021-01-12,EASTERN,B,M,NO,YES
21-76,2020-0688,DISCRIMINATION,U,A,YES,2020-11-22,2021-01-12,EASTERN,B,M,NO,YES
21-76,2020-0688,FORCE,E,A,YES,2020-11-22,2021-01-12,EASTERN,B,M,NO,YES
21-76,2020-0688,DISCRIMINATION,U,A,YES,2020-11-22,2021-01-12,EASTERN,B,M,NO,YES
21-77,2020-0701,DETENTION,E,A,YES,2020-12-02,2021-02-09,MID-CITY,W,M,NO,YES
21-78,2020-0498,OF1 PROCEDURE,S,A,YES,2020-10-26,2021-02-09,CENTRAL,B,M,,YES
21-78,2020-0498,ARREST,E,A,YES,2020-10-26,2021-02-09,CENTRAL,B,M,,YES
21-78,2020-0498,PROCEDURE,E,A,YES,2020-10-26,2021-02-09,CENTRAL,B,M,,YES
21-78,2020-0498,DISCRIMINATION,NS,A,NO,2020-10-26,2021-02-09,CENTRAL,B,M,,YES
21-78,2020-0498,OF2 COURTESY,S,A,YES,2020-10-26,2021-02-09,CENTRAL,B,M,,YES
21-79,2020-0134,FORCE,U,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-79,2020-0134,FORCE,E,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-79,2020-0134,OF2 PROCEDURE,S,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-79,2020-0134,FORCE,E,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-79,2020-0134,OF1 PROCEDURE,S,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-79,2020-0134,FORCE,E,A,YES,2020-12-16,2021-02-23,WESTERN,W,M,NO,YES
21-80,2019-0277,OIS,WP,A,YES,2020-07-30,2021-03-09,SOUTHERN,H,M,NO,YES
21-81,2019-0573,ICD,WP,A/C,YES,2020-11-16,2021-03-09,WESTERN,W,M,NO,YES
21-81,2019-0573,ICD,WP,A/C,YES,2020-11-16,2021-03-09,WESTERN,W,M,NO,YES
21-81,2019-0573,ICD,WP,A/C,YES,2020-11-16,2021-03-09,WESTERN,W,M,NO,YES
21-82,2020-0151,FORCE,E,A,YES,2020-09-28,2021-03-09,MID-CITY,H,M,NO,YES
21-82,2020-0151,FORCE,E,A,YES,2020-09-28,2021-03-09,MID-CITY,H,M,NO,YES
21-82,2020-0151,FORCE,E,A,YES,2020-09-28,2021-03-09,MID-CITY,H,M,NO,YES
21-82,2020-0151,OF1 COURTESY,S,A,YES,2020-09-28,2021-03-09,MID-CITY,H,M,NO,YES
21-82,2020-0151,FORCE,E,A,YES,2020-09-28,2021-03-09,MID-CITY,H,M,NO,YES
21-83,2020-0256,PROCEDURE,E,A,YES,2020-09-28,2021-03-09,SOUTHEASTERN,B,F,NO,YES
21-83,2020-0256,COURTESY,U,A/C,YES,2020-09-28,2021-03-09,SOUTHEASTERN,B,F,NO,YES
21-83,2020-0256,PROCEDURE,E,A,YES,2020-09-28,2021-03-09,SOUTHEASTERN,B,F,NO,YES
21-83,2020-0256,DISCRIMINATION,U,A,YES,2020-09-28,2021-03-09,SOUTHEASTERN,B,F,NO,YES
21-83,2020-0256,COURTESY,U,D/C,YES,2020-09-28,2021-03-09,SOUTHEASTERN,B,F,NO,YES
21-84,2020-0555,OF2 PROCEDURE,S,A,YES,2020-10-06,2021-03-09,CENTRAL,unkn,F,NO,YES
21-84,2020-0555,OF2 PROCEDURE,S,A,YES,2020-10-06,2021-03-09,CENTRAL,unkn,F,NO,YES
21-84,2020-0555,CRIMINAL CONDUCT,U,A,YES,2020-10-06,2021-03-09,CENTRAL,unkn,F,NO,YES
21-84,2020-0555,COURTESY,U,A/C,YES,2020-10-06,2021-03-09,CENTRAL,unkn,F,NO,YES
21-84,2020-0555,OF1 PROCEDURE,S,A,YES,2020-10-06,2021-03-09,CENTRAL,unkn,F,NO,YES
21-85,2020-0473,DETENTION,E,A,YES,2020-11-27,2021-03-23,CENTRAL,B,F,NO,YES
21-85,2020-0473,COURTESY,U,A,YES,2020-11-27,2021-03-23,CENTRAL,B,F,NO,YES
21-85,2020-0473,DETENTION,E,A,YES,2020-11-27,2021-03-23,CENTRAL,B,F,NO,YES
21-86,2020-0336,OF3 PROCEDURE,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,PROCEDURE,U,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,OF2 PROCEDURE,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,OF5 PROCEDURE,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,OF6 COURTESY,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,0F4 PROCEDURE,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,DETENTION,E,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,DISCRIMINATION,U,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-86,2020-0336,OF1 PROCEDURE,S,A,YES,2020-12-16,2021-03-23,CENTRAL,B,M,NO,YES
21-87,2019-0757,OIS,WP,A,YES,2020-09-05,2021-03-23,SOUTHERN,H,M,NO,YES
21-88,2020-0102,FORCE,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-88,2020-0102,COURTESY,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-88,2020-0102,PROCEDURE,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-88,2020-0102,PROCEDURE,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-88,2020-0102,PROCEDURE,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-88,2020-0102,PROCEDURE,U,A,YES,2020-08-18,2021-03-30,SOUTHEASTERN,B,M,NO,YES
21-89,2020-0236,ARREST,E,A,YES,2020-10-20,2021-03-30,NORTHERN,W,F,NO,YES
21-89,2020-0236,PROCEDURE,E,A,YES,2020-10-20,2021-03-30,NORTHERN,W,F,NO,YES
21-90,2020-0402,SEARCH,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,SEARCH,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,ARREST,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,PROCEDURE,U,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,OF 2 PROCEDURE,S,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,OF 3 PROCEDURE,S,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,SEARCH,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,SEARCH,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,ARREST,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,PROCEDURE,U,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,FORCE,S,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,OF 1 PROCEDURE,S,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,SEARCH,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-90,2020-0402,FORCE,E,A,YES,2021-01-11,2021-03-30,MID-CITY,W,M,NO,YES
21-91,2020-0347,FORCE,S,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,FORCE,E,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,FORCE,E,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,FORCE,E,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,PROCEDURE,U,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,FORCE,S,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,OF 1 PROCEDURE,S,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-91,2020-0347,OF 2 COURTESY,S,A,YES,2020-12-28,2021-03-30,MID-CITY,B,M,NO,YES
21-92,2020-0379,FORCE,E,A,YES,2021-01-14,2021-03-30,CENTRAL,W,M,NO,YES
21-92,2020-0379,OF 1 PROCEDURE,S,A,YES,2021-01-14,2021-03-30,CENTRAL,W,M,NO,YES
21-92,2020-0379,OF 2 PROCEDURE,S,A,YES,2021-01-14,2021-03-30,CENTRAL,W,M,NO,YES
21-93,2020-0079,DISCRIMINATION,U,A,YES,2020-10-25,2021-04-06,NORTHERN,B,M,NO,YES
21-93,2020-0079,DISCRIMINATION,U,A,YES,2020-10-25,2021-04-06,NORTHERN,B,M,NO,YES
21-94,2020-0029,CRIMINAL CONDUCT,U,A,YES,2020-08-05,2021-04-06,MID-CITY,A,M,NO,YES
21-95,2020-0383,DETENTION,E,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,ARREST,U,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,SEARCH,E,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,DETENTION,E,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,ARREST,U,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,SEARCH,E,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,OF1 PROCEDURE,S,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,ARREST,U,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-95,2020-0383,SEARCH,E,A,YES,2020-12-02,2021-04-06,MID-CITY,B,M,YES,YES
21-96,2020-0222,DETENTION,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,PROCEDURE,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,PROCEDURE,U,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,FORCE,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,PROCEDURE,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,FORCE,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,ARREST,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,PROCEDURE,E,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-96,2020-0222,OF1 PROCEDURE,S,A,YES,2020-12-16,2021-04-06,MID-CITY,unkn,M,NO,YES
21-97,2020-0109,OIS,WP,A/C,NO,2020-09-28,2021-04-13,SOUTHERN,H,M,NO,YES
21-97,2020-0109,OIS,WP,A/C,NO,2020-09-28,2021-04-13,SOUTHERN,H,M,NO,YES
21-98,2020-0605,FORCE,U,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,COURTESY,U,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,FORCE,U,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,COURTESY,U,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-98,2020-0605,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-04-13,SOUTHEASTERN,B,F,NO,YES
21-99,2020-0549,PROCEDURE,E,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
21-99,2020-0549,PROCEDURE,E,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
21-99,2020-0549,PROCEDURE,S,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
21-99,2020-0549,PROCEDURE,E,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
21-99,2020-0549,PROCEDURE,E,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
21-99,2020-0549,PROCEDURE,E,A,YES,2021-02-08,2021-04-13,MID-CITY,B,M,NO,YES
22-01,2019-0241,PROCEDURE,NS,A,YES,2019-09-05,2021-07-13,SOUTHEASTERN,B,M,YES,YES
22-01,2019-0241,PROCEDURE,U,A,YES,2019-09-05,2021-07-13,SOUTHEASTERN,B,M,YES,YES
22-01,2019-0241,FORCE,E,A/C,YES,2019-09-05,2021-07-13,SOUTHEASTERN,B,M,YES,YES
22-01,2019-0241,ARREST,E,A,YES,2019-09-05,2021-07-13,SOUTHEASTERN,B,M,YES,YES
22-02,2020-0576,DETENTION,E,A/C,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,SERVICE,E,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,DETENTION,E,A/C,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,SERVICE,E,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,DETENTION,E,A/C,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,SERVICE,E,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,DETENTION,E,A/C,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,SERVICE,E,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-02,2020-0576,COURTESY,U,A,YES,2021-05-14,2021-07-13,SOUTHEASTERN,B,M,NO,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,COURTESY,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,COURTESY,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,COURTESY,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,COURTESY,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,D/C,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,OF1 PROCEDURE,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,OF2 PROCEDURE,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,D/C,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,OF1 PROCEDURE,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,OF2 PROCEDURE,S,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,SEARCH,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,FORCE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,PROCEDURE,E,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-03,2020-0450,DISCRIMINATION,U,A,YES,2021-05-04,2021-07-13,WESTERN,H,M,YES,YES
22-04,2021-0015,DETENTION,E,A,YES,2021-05-06,2021-07-13,NORTHERN,W,M,NO,YES
